PROVINSI,KABUPATEN,KECAMATAN,YANG ADA,YANG LAPOR,%,JUMLAH KLIEN YANG MENDAPAT PELAYANAN KONSULTASI DAN KONSELING PADA PPKS,DATA DAN INFORMASI BANGGA KENCANA,KELUARG A BALITA DAN ANAK,KELUARGA REMAJA DAN REMAJA,KELUARGA LANSIA DAN LANSIA,PRA NIKAH,KB DAN KESEHATAN REPRODUKS I,KELUARGA HARMONIS,PEMBINAAN PEMBERDAYAA N EKONOMI PRODUKTIF,LAINNYA,KONSULTASI LANJUTAN,DIRUJUK,SELESAI,BULAN,TAHUN
SULAWESI BARAT,PASANGKAYU,LARIANG,1,1,100,1,0,0,1,0,0,0,0,0,0,0,0,1,NOVEMBER,2024
SULAWESI BARAT,MAMUJU,MAMUJU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,2024
SULAWESI BARAT,MAMUJU,TAPALANG,1,1,100,1,0,0,0,0,1,0,0,0,0,0,0,1,NOVEMBER,2024
SULAWESI BARAT,MAMUJU,KALUKKU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,2024
SULAWESI BARAT,MAMUJU,KALUMPANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,2024
SULAWESI BARAT,MAMUJU,PAPALANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,2024
SULAWESI BARAT,MAMUJU,SAMPAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,2024
SULAWESI BARAT,MAMUJU,TOMMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,2024
SULAWESI BARAT,MAMUJU,SIMBORO,2,1,50,22,0,0,0,0,0,0,0,0,22,0,0,22,NOVEMBER,2024
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,2024
SULAWESI BARAT,MAMUJU,BONEHAU,1,1,100,1,0,0,1,0,0,0,0,0,0,0,0,1,NOVEMBER,2024
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,2024
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,1,1,100,6,0,5,0,1,0,0,0,0,0,1,4,1,NOVEMBER,2024
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,2024
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,1,1,100,1,0,1,0,0,0,0,0,0,0,1,0,0,NOVEMBER,2024
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,1,1,100,5,0,5,0,0,0,0,0,0,0,0,0,5,NOVEMBER,2024
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,1,1,100,1,0,1,0,0,0,0,0,0,0,0,0,1,NOVEMBER,2024
SULAWESI BARAT,MAJENE,BANGGAE,1,1,100,1,0,1,0,0,0,0,0,0,0,1,0,0,NOVEMBER,2024
SULAWESI BARAT,MAJENE,PAMBOANG,1,1,100,1,0,1,0,0,0,0,0,0,0,1,0,0,NOVEMBER,2024
SULAWESI BARAT,MAJENE,SENDANA,1,1,100,1,0,1,0,0,0,0,0,0,0,0,0,1,NOVEMBER,2024
SULAWESI BARAT,MAJENE,MALUNDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,2024
SULAWESI BARAT,MAJENE,ULUMANDA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,2024
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,2024
SULAWESI BARAT,MAJENE,TUBO SENDANA,1,1,100,1,0,1,0,0,0,0,0,0,0,0,0,1,NOVEMBER,2024
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,2024
SULAWESI BARAT,MAMASA,MAMBI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,ARALLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,MAMASA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,PANA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,TABULAHAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,SUMARORONG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,MESSAWA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,SESENAPADANG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,TANDUK KALUA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,TABANG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,BAMBANG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,BALLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,NOSU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,TAWALIAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMASA,MEHALAAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU,MAMUJU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU,TAPALANG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU,KALUKKU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU,KALUMPANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU,PAPALANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU,SAMPAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU,TOMMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU,SIMBORO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU,BONEHAU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,PASANGKAYU,BARAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,PASANGKAYU,SARUDU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,PASANGKAYU,DAPURANG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,PASANGKAYU,DURIPOKU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,PASANGKAYU,BULU TABA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,PASANGKAYU,PEDONGGA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,PASANGKAYU,SARJO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,PASANGKAYU,LARIANG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,LUYO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,ALLU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,POLEWALI MANDAR,BULO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAJENE,BANGGAE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAJENE,PAMBOANG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAJENE,SENDANA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAJENE,MALUNDA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAJENE,ULUMANDA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAJENE,TUBO SENDANA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,2024
