...1,KODE,NAMA FASKES,JUMLAH PESERTA KB BARU,1 BULANAN,3 BULANAN KOMBINASI,3 BULANAN PROGESTIN,KOMBINASI,PROGESTIN,KONDOM,1 BATANG,2 BATANG,IUD,VASEKTOMI,TUBEKTOMI,BULAN,KABUPATEN,KECAMATAN,TAHUN
8164,760100313,Pustu Sawi,1,0,1,0,0,0,0,0,0,0,0,0,OKTOBER,PASANGKAYU,BAMBALAMOTU,2023
8166,760100307,Poskesdes Hikma,1,0,1,0,0,0,0,0,0,0,0,0,OKTOBER,PASANGKAYU,BAMBALAMOTU,2023
8172,760100302,Pustu Kalola,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,PASANGKAYU,BAMBALAMOTU,2023
8176,7603016,PKM BUNTU MALANGKA,5,0,0,1,3,0,0,0,1,0,0,0,OKTOBER,MAMASA,BUNTUMALANGKA,2023
8183,760301603,PUSTU PENATANGAN,2,0,0,2,0,0,0,0,0,0,0,0,OKTOBER,MAMASA,BUNTUMALANGKA,2023
8243,760202501,Pustu Kalonding,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAMUJU,SAMPAGA,2023
8258,760300101,Pustu Sendana,6,0,1,1,4,0,0,0,0,0,0,0,OKTOBER,MAMASA,MAMBI,2023
8269,760300202,POSKESDES UHAILANU,3,0,0,0,1,0,2,0,0,0,0,0,OKTOBER,MAMASA,ARALLE,2023
8295,7602009,PUSKESMAS BAMBU,2,0,1,1,0,0,0,0,0,0,0,0,OKTOBER,MAMUJU,MAMUJU,2023
8319,7602030,PKM Bonehau Mesa Kada,1,0,0,0,1,0,0,0,0,0,0,0,OKTOBER,MAMUJU,BONEHAU,2023
8326,7605002,PKBRS MAJENE,28,0,0,12,5,0,6,0,3,0,0,2,OKTOBER,MAJENE,BANGGAE,2023
8334,7605007,PUSKESMAS TOTOLI,7,0,0,4,0,0,3,0,0,0,0,0,OKTOBER,MAJENE,BANGGAE,2023
8343,7604029,PUSKESMAS WONOMULYO,50,0,15,7,3,1,8,0,15,1,0,0,OKTOBER,POLEWALI MANDAR,WONOMULYO,2023
8364,760500806,PUSTU BAMBANGAN,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAJENE,MALUNDA,2023
8371,760500808,POSKESDES LOMBONG TIMUR,10,0,0,1,0,6,2,0,0,1,0,0,OKTOBER,MAJENE,MALUNDA,2023
8379,760500303,Poskesdes Buttu Tande,1,0,0,0,0,0,1,0,0,0,0,0,OKTOBER,MAJENE,BANGGAE TIMUR,2023
8389,760402208,POSKESDES TUBBI,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,POLEWALI MANDAR,TUTAR,2023
8390,760402201,POSKESDES RATTE,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,POLEWALI MANDAR,TUTAR,2023
8397,760402203,PUSTU BESOANGIN UTARA,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,POLEWALI MANDAR,TUTAR,2023
8416,7603020,RUMAH SAKIT BANUA MAMASE,5,0,0,1,0,0,0,0,2,2,0,0,OKTOBER,MAMASA,MAMASA,2023
8443,7602020,Puskesmas Tampa Padang,10,0,4,3,0,0,0,0,3,0,0,0,OKTOBER,MAMUJU,KALUKKU,2023
8450,7602022,Puskesmas Ranga- Ranga,10,0,7,3,0,0,0,0,0,0,0,0,OKTOBER,MAMUJU,KALUKKU,2023
8469,7602019,Puskesmas Dungkait,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAMUJU,TAPALANG BARAT,2023
8480,7603019,RSUD KONDO SAPATA,1,0,0,0,0,0,1,0,0,0,0,0,OKTOBER,MAMASA,BALLA,2023
8496,7602005,PUSKESMAS RANGAS,9,0,2,2,0,0,1,2,0,1,0,1,OKTOBER,MAMUJU,SIMBORO,2023
8497,760200501,PUSKESDES SESE SELATAN,1,0,0,1,0,0,0,0,0,0,0,0,OKTOBER,MAMUJU,SIMBORO,2023
8504,760200407,POSKESDES PATIDDI,1,0,0,0,0,0,0,0,1,0,0,0,OKTOBER,MAMUJU,SIMBORO,2023
8510,7602012,PUSKESMAS TOPORE,1,0,0,1,0,0,0,0,0,0,0,0,OKTOBER,MAMUJU,PAPALANG,2023
8530,760100704,POSKESDES PAJALELE,3,0,0,0,3,0,0,0,0,0,0,0,OKTOBER,PASANGKAYU,TIKKE RAYA,2023
8531,7601007,UPT PUSKESMAS TIKKE,3,0,0,1,0,0,0,0,2,0,0,0,OKTOBER,PASANGKAYU,TIKKE RAYA,2023
8534,7603004,PUSKESMAS PANA',17,0,2,0,2,0,0,0,13,0,0,0,OKTOBER,MAMASA,PANA,2023
8535,760300401,PUSTU MANIPI',0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAMASA,PANA,2023
8554,7605011,PKM SENDANA II,3,0,0,0,0,0,0,0,1,2,0,0,OKTOBER,MAJENE,TUBO SENDANA,2023
8555,760501108,"PRAKTEK MANDIRI BIDAN NURAENI, S.ST,",1,0,0,0,0,0,0,0,0,1,0,0,OKTOBER,MAJENE,TUBO SENDANA,2023
8572,760402807,PUSTU RUMPA,2,0,0,0,0,0,2,0,0,0,0,0,OKTOBER,POLEWALI MANDAR,MAPILLI,2023
8584,760300608,PUSTU TABONE,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAMASA,SUMARORONG,2023
8593,7601001,UPT PUSKESMAS SARJO,20,1,0,9,0,0,0,0,10,0,0,0,OKTOBER,PASANGKAYU,SARJO,2023
8602,760501002,PUSTU ULUMANDA,2,0,0,1,1,0,0,0,0,0,0,0,OKTOBER,MAJENE,ULUMANDA,2023
8615,760600402,PKD KM 10,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAMUJU TENGAH,BUDONG-BUDONG,2023
8624,760600404,pustu barakkang,1,0,0,0,0,0,0,0,1,0,0,0,OKTOBER,MAMUJU TENGAH,BUDONG-BUDONG,2023
8639,760403303,Poskesdes Amola,1,0,0,1,0,0,0,0,0,0,0,0,OKTOBER,POLEWALI MANDAR,BINUANG,2023
8660,760100207,PUSTU BAMBAIRA,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,PASANGKAYU,BAMBAIRA,2023
8668,7604021,PUSKESMAS TUTALLU,90,0,4,39,40,0,1,0,6,0,0,0,OKTOBER,POLEWALI MANDAR,ALLU,2023
8670,760402103,POSKESDES PAO - PAO,2,0,0,2,0,0,0,0,0,0,0,0,OKTOBER,POLEWALI MANDAR,ALLU,2023
8676,7604010,PUSKESMAS CAMPALAGIAN,9,0,0,4,0,0,0,0,5,0,0,0,OKTOBER,POLEWALI MANDAR,CAMPALAGIAN,2023
8694,7604034,PUSKESMAS BATUPANGA,87,0,8,2,54,1,9,0,13,0,0,0,OKTOBER,POLEWALI MANDAR,LUYO,2023
8701,760403417,PUSTU BATUPANGA DAALA,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,POLEWALI MANDAR,LUYO,2023
8710,760101201,Pustu Kumasari,1,0,0,1,0,0,0,0,0,0,0,0,OKTOBER,PASANGKAYU,SARUDU,2023
8716,7603015,PUSKESMAS RANTEBULAHAN TIMUR,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAMASA,RANTEBULAHAN TIMUR,2023
8726,760500518,PUSTU SIRINDU,2,0,0,0,0,0,0,0,2,0,0,0,OKTOBER,MAJENE,PAMBOANG,2023
8752,7605013,PUSKESMAS SENDANA 1,5,0,2,0,2,0,1,0,0,0,0,0,OKTOBER,MAJENE,SENDANA,2023
8756,760501314,PUSTU TALLU BANUA,4,0,0,0,0,0,4,0,0,0,0,0,OKTOBER,MAJENE,SENDANA,2023
8757,760501315,POSKESDES TULLU BULAN,2,0,0,0,2,0,0,0,0,0,0,0,OKTOBER,MAJENE,SENDANA,2023
8761,760501307,PUSTU PUNDAU,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAJENE,SENDANA,2023
8778,760404703,PUSTU TAKATIDUNG,38,0,21,1,0,0,16,0,0,0,0,0,OKTOBER,POLEWALI MANDAR,POLEWALI,2023
8793,760500604,Poskesdes Waigamo,1,0,0,1,0,0,0,0,0,0,0,0,OKTOBER,MAJENE,TAMMERODO SENDANA,2023
8813,7604023,PUSKESMAS MATANGNGA,2,0,0,0,0,0,0,0,2,0,0,0,OKTOBER,POLEWALI MANDAR,MATANGNGA,2023
8824,760403803,PUSTU PATAMPANUA,5,0,1,0,0,4,0,0,0,0,0,0,OKTOBER,POLEWALI MANDAR,MATAKALI,2023
8831,7601015,UPT PUSKESMAS DURIPOKU,1,0,0,1,0,0,0,0,0,0,0,0,OKTOBER,PASANGKAYU,DURIPOKU,2023
8855,760301004,Pustu Kalama,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAMASA,TABANG,2023
8868,7601004,UPT PUSKESMAS PASANGKAYU 1,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,PASANGKAYU,PASANGKAYU,2023
8871,7601016,RSUD Kabupaten Pasangkayu,6,0,0,0,0,0,0,0,0,2,0,4,OKTOBER,PASANGKAYU,PASANGKAYU,2023
8880,760600203,Poskesdes Tritunggal,4,0,0,0,3,0,0,0,1,0,0,0,OKTOBER,MAMUJU TENGAH,PANGALE,2023
8882,760600106,Pustu Kuo,11,0,0,1,6,0,1,0,3,0,0,0,OKTOBER,MAMUJU TENGAH,PANGALE,2023
8885,760600205,Poskesdes Lamba- lamba,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAMUJU TENGAH,PANGALE,2023
8886,760600204,Pustu Kombiling,3,0,0,0,2,0,0,0,1,0,0,0,OKTOBER,MAMUJU TENGAH,PANGALE,2023
8891,760101404,Polindes Tabalia,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,PASANGKAYU,DAPURANG,2023
8913,760301305,PUSTU MASEWE,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAMASA,NOSU,2023
8919,760202603,Poskesdes Kasambang,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAMUJU,TAPALANG,2023
8923,760202601,Pustu Taan,1,0,0,0,0,0,0,0,1,0,0,0,OKTOBER,MAMUJU,TAPALANG,2023
8930,760600504,PUSTU SULOBAJA,4,0,0,2,0,2,0,0,0,0,0,0,OKTOBER,MAMUJU TENGAH,TOBADAK,2023
8934,760600501,PUSTU TOBADAK,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAMUJU TENGAH,TOBADAK,2023
8936,760600502,PUSTU POLONGAAN,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,MAMUJU TENGAH,TOBADAK,2023
8941,760600505,PUSTU BAMBADARU,2,0,0,1,0,1,0,0,0,0,0,0,OKTOBER,MAMUJU TENGAH,TOBADAK,2023
8946,760600603,PUSTU RAWA MAKMUR,1,0,0,0,0,0,0,0,1,0,0,0,OKTOBER,MAMUJU TENGAH,TOBADAK,2023
8957,7604020,PUSKESMAS LIMBORO,18,0,2,1,4,4,2,0,4,1,0,0,OKTOBER,POLEWALI MANDAR,LIMBORO,2023
8961,7606007,PUSKESMAS TOPOYO,4,0,0,0,0,0,0,0,3,1,0,0,OKTOBER,MAMUJU TENGAH,TOPOYO,2023
8972,760600804,PUSTU TABOLANG,1,0,0,0,0,0,0,0,1,0,0,0,OKTOBER,MAMUJU TENGAH,TOPOYO,2023
8977,760600801,PUSTU BAMBAMANURUNG,2,0,0,0,0,0,0,0,2,0,0,0,OKTOBER,MAMUJU TENGAH,TOPOYO,2023
8991,7606010,Puskesmas lara,14,0,0,0,0,0,0,0,14,0,0,0,OKTOBER,MAMUJU TENGAH,KAROSSA,2023
9004,760601002,pustu salubiro,2,0,0,2,0,0,0,0,0,0,0,0,OKTOBER,MAMUJU TENGAH,KAROSSA,2023
9018,760500806,PUSTU BAMBANGAN,5,0,1,1,1,0,0,0,2,0,0,0,NOVEMBER,MAJENE,MALUNDA,2023
9025,760500808,POSKESDES LOMBONG TIMUR,6,0,0,3,0,0,1,0,0,2,0,0,NOVEMBER,MAJENE,MALUNDA,2023
9030,7605002,PKBRS MAJENE,84,0,16,1,35,0,1,0,4,21,0,6,NOVEMBER,MAJENE,BANGGAE,2023
9038,7605007,PUSKESMAS TOTOLI,5,0,0,2,1,1,1,0,0,0,0,0,NOVEMBER,MAJENE,BANGGAE,2023
9062,7602005,PUSKESMAS RANGAS,19,3,1,0,1,0,2,0,6,6,0,0,NOVEMBER,MAMUJU,SIMBORO,2023
9063,760200501,PUSKESDES SESE SELATAN,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMUJU,SIMBORO,2023
9070,760200407,POSKESDES PATIDDI,1,0,0,0,0,0,0,0,1,0,0,0,NOVEMBER,MAMUJU,SIMBORO,2023
9075,760300202,POSKESDES UHAILANU,1,0,0,0,0,1,0,0,0,0,0,0,NOVEMBER,MAMASA,ARALLE,2023
9088,7602012,PUSKESMAS TOPORE,11,0,0,2,2,0,1,0,6,0,0,0,NOVEMBER,MAMUJU,PAPALANG,2023
9097,7604029,PUSKESMAS WONOMULYO,10,0,1,6,1,0,0,0,2,0,0,0,NOVEMBER,POLEWALI MANDAR,WONOMULYO,2023
9148,7602030,PKM Bonehau Mesa Kada,2,0,1,0,0,0,0,0,1,0,0,0,NOVEMBER,MAMUJU,BONEHAU,2023
9154,7602020,Puskesmas Tampa Padang,12,0,0,2,2,2,0,0,5,1,0,0,NOVEMBER,MAMUJU,KALUKKU,2023
9161,7602022,Puskesmas Ranga- Ranga,11,0,5,1,5,0,0,0,0,0,0,0,NOVEMBER,MAMUJU,KALUKKU,2023
9180,7601015,UPT PUSKESMAS DURIPOKU,5,0,0,0,0,0,0,0,4,1,0,0,NOVEMBER,PASANGKAYU,DURIPOKU,2023
9186,760301401,PUSTU TAWALIAN TIMUR,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMASA,TAWALIAN,2023
9204,7606010,Puskesmas lara,2,0,0,0,0,0,1,0,1,0,0,0,NOVEMBER,MAMUJU TENGAH,KAROSSA,2023
9217,760601002,pustu salubiro,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMUJU TENGAH,KAROSSA,2023
9226,760600203,Poskesdes Tritunggal,8,0,0,2,4,0,0,0,2,0,0,0,NOVEMBER,MAMUJU TENGAH,PANGALE,2023
9228,760600106,Pustu Kuo,9,0,0,1,0,3,0,0,3,2,0,0,NOVEMBER,MAMUJU TENGAH,PANGALE,2023
9231,760600205,Poskesdes Lamba- lamba,1,0,0,0,0,0,0,0,1,0,0,0,NOVEMBER,MAMUJU TENGAH,PANGALE,2023
9232,760600204,Pustu Kombiling,1,0,0,1,0,0,0,0,0,0,0,0,NOVEMBER,MAMUJU TENGAH,PANGALE,2023
9240,7601011,UPT PUSKESMAS BARAS 2,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,PASANGKAYU,BARAS,2023
9243,760101103,Pustu Towoni,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,PASANGKAYU,BARAS,2023
9247,760403705,Poskesdes Pulliwa,3,0,2,0,1,0,0,0,0,0,0,0,NOVEMBER,POLEWALI MANDAR,BULO,2023
9273,7603019,RSUD KONDO SAPATA,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMASA,BALLA,2023
9285,760202501,Pustu Kalonding,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMUJU,SAMPAGA,2023
9305,7603020,RUMAH SAKIT BANUA MAMASE,3,0,0,1,1,0,0,0,1,0,0,0,NOVEMBER,MAMASA,MAMASA,2023
9313,7602019,Puskesmas Dungkait,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMUJU,TAPALANG BARAT,2023
9344,760402208,POSKESDES TUBBI,1,0,1,0,0,0,0,0,0,0,0,0,NOVEMBER,POLEWALI MANDAR,TUTAR,2023
9345,760402201,POSKESDES RATTE,6,0,2,2,2,0,0,0,0,0,0,0,NOVEMBER,POLEWALI MANDAR,TUTAR,2023
9352,760402203,PUSTU BESOANGIN UTARA,10,0,0,0,0,0,0,0,10,0,0,0,NOVEMBER,POLEWALI MANDAR,TUTAR,2023
9358,760100313,Pustu Sawi,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,PASANGKAYU,BAMBALAMOTU,2023
9360,760100307,Poskesdes Hikma,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,PASANGKAYU,BAMBALAMOTU,2023
9366,760100302,Pustu Kalola,6,0,0,0,6,0,0,0,0,0,0,0,NOVEMBER,PASANGKAYU,BAMBALAMOTU,2023
9372,7604018,PUSKESMAS PAMBUSUANG,14,0,0,2,0,12,0,0,0,0,0,0,NOVEMBER,POLEWALI MANDAR,BALANIPA,2023
9388,760500604,Poskesdes Waigamo,3,0,0,2,1,0,0,0,0,0,0,0,NOVEMBER,MAJENE,TAMMERODO SENDANA,2023
9398,7605013,PUSKESMAS SENDANA 1,12,0,2,3,5,0,0,0,0,2,0,0,NOVEMBER,MAJENE,SENDANA,2023
9402,760501314,PUSTU TALLU BANUA,1,0,0,1,0,0,0,0,0,0,0,0,NOVEMBER,MAJENE,SENDANA,2023
9403,760501315,POSKESDES TULLU BULAN,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAJENE,SENDANA,2023
9407,760501307,PUSTU PUNDAU,3,0,3,0,0,0,0,0,0,0,0,0,NOVEMBER,MAJENE,SENDANA,2023
9422,760403803,PUSTU PATAMPANUA,24,0,9,4,0,8,0,0,3,0,0,0,NOVEMBER,POLEWALI MANDAR,MATAKALI,2023
9431,760500518,PUSTU SIRINDU,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAJENE,PAMBOANG,2023
9460,760500303,Poskesdes Buttu Tande,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAJENE,BANGGAE TIMUR,2023
9468,7604023,PUSKESMAS MATANGNGA,6,0,1,3,0,0,1,0,1,0,0,0,NOVEMBER,POLEWALI MANDAR,MATANGNGA,2023
9481,760404703,PUSTU TAKATIDUNG,17,0,3,0,1,0,8,0,5,0,0,0,NOVEMBER,POLEWALI MANDAR,POLEWALI,2023
9492,760101404,Polindes Tabalia,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,PASANGKAYU,DAPURANG,2023
9512,760202603,Poskesdes Kasambang,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMUJU,TAPALANG,2023
9516,760202601,Pustu Taan,2,0,0,1,0,0,0,0,1,0,0,0,NOVEMBER,MAMUJU,TAPALANG,2023
9538,7602009,PUSKESMAS BAMBU,15,0,13,0,2,0,0,0,0,0,0,0,NOVEMBER,MAMUJU,MAMUJU,2023
9547,760301305,PUSTU MASEWE,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMASA,NOSU,2023
9587,7601004,UPT PUSKESMAS PASANGKAYU 1,8,0,0,4,0,0,0,0,4,0,0,0,NOVEMBER,PASANGKAYU,PASANGKAYU,2023
9590,7601016,RSUD Kabupaten Pasangkayu,32,0,0,0,0,0,0,0,0,26,0,6,NOVEMBER,PASANGKAYU,PASANGKAYU,2023
9598,760301004,Pustu Kalama,1,0,0,0,1,0,0,0,0,0,0,0,NOVEMBER,MAMASA,TABANG,2023
9614,760300608,PUSTU TABONE,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMASA,SUMARORONG,2023
9627,760501002,PUSTU ULUMANDA,3,0,0,3,0,0,0,0,0,0,0,0,NOVEMBER,MAJENE,ULUMANDA,2023
9642,7604020,PUSKESMAS LIMBORO,4,0,2,0,0,0,0,0,2,0,0,0,NOVEMBER,POLEWALI MANDAR,LIMBORO,2023
9650,7605011,PKM SENDANA II,3,0,0,0,1,0,0,0,2,0,0,0,NOVEMBER,MAJENE,TUBO SENDANA,2023
9651,760501108,"PRAKTEK MANDIRI BIDAN NURAENI, S.ST,",2,0,0,1,0,0,0,0,1,0,0,0,NOVEMBER,MAJENE,TUBO SENDANA,2023
9659,760100704,POSKESDES PAJALELE,3,0,1,1,1,0,0,0,0,0,0,0,NOVEMBER,PASANGKAYU,TIKKE RAYA,2023
9660,7601007,UPT PUSKESMAS TIKKE,3,0,0,0,0,0,0,0,3,0,0,0,NOVEMBER,PASANGKAYU,TIKKE RAYA,2023
9663,7603004,PUSKESMAS PANA',7,0,1,0,1,0,0,0,5,0,0,0,NOVEMBER,MAMASA,PANA,2023
9664,760300401,PUSTU MANIPI',0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMASA,PANA,2023
9679,760402807,PUSTU RUMPA,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,POLEWALI MANDAR,MAPILLI,2023
9690,7601001,UPT PUSKESMAS SARJO,19,2,0,12,1,0,0,0,4,0,0,0,NOVEMBER,PASANGKAYU,SARJO,2023
9695,7604034,PUSKESMAS BATUPANGA,8,0,0,2,0,0,0,0,6,0,0,0,NOVEMBER,POLEWALI MANDAR,LUYO,2023
9702,760403417,PUSTU BATUPANGA DAALA,31,0,4,5,22,0,0,0,0,0,0,0,NOVEMBER,POLEWALI MANDAR,LUYO,2023
9711,760101201,Pustu Kumasari,7,0,0,5,0,0,0,0,2,0,0,0,NOVEMBER,PASANGKAYU,SARUDU,2023
9716,7603016,PKM BUNTU MALANGKA,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMASA,BUNTUMALANGKA,2023
9723,760301603,PUSTU PENATANGAN,3,0,0,3,0,0,0,0,0,0,0,0,NOVEMBER,MAMASA,BUNTUMALANGKA,2023
9735,760100804,POSKESDES BAMBAKORO,3,0,3,0,0,0,0,0,0,0,0,0,NOVEMBER,PASANGKAYU,LARIANG,2023
9763,760300101,Pustu Sendana,5,0,0,2,0,3,0,0,0,0,0,0,NOVEMBER,MAMASA,MAMBI,2023
9788,760100207,PUSTU BAMBAIRA,1,0,0,0,1,0,0,0,0,0,0,0,NOVEMBER,PASANGKAYU,BAMBAIRA,2023
9807,760403303,Poskesdes Amola,2,0,0,2,0,0,0,0,0,0,0,0,NOVEMBER,POLEWALI MANDAR,BINUANG,2023
9810,7604010,PUSKESMAS CAMPALAGIAN,17,0,3,4,0,0,0,0,10,0,0,0,NOVEMBER,POLEWALI MANDAR,CAMPALAGIAN,2023
9829,7604021,PUSKESMAS TUTALLU,62,0,8,27,17,2,0,0,8,0,0,0,NOVEMBER,POLEWALI MANDAR,ALLU,2023
9831,760402103,POSKESDES PAO - PAO,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,POLEWALI MANDAR,ALLU,2023
9838,7603015,PUSKESMAS RANTEBULAHAN TIMUR,1,0,1,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMASA,RANTEBULAHAN TIMUR,2023
9869,760600402,PKD KM 10,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMUJU TENGAH,BUDONG-BUDONG,2023
9878,760600404,pustu barakkang,3,0,2,0,0,0,0,0,1,0,0,0,NOVEMBER,MAMUJU TENGAH,BUDONG-BUDONG,2023
9883,760600504,PUSTU SULOBAJA,14,0,0,5,1,6,1,0,1,0,0,0,NOVEMBER,MAMUJU TENGAH,TOBADAK,2023
9887,760600501,PUSTU TOBADAK,2,0,0,2,0,0,0,0,0,0,0,0,NOVEMBER,MAMUJU TENGAH,TOBADAK,2023
9889,760600502,PUSTU POLONGAAN,4,0,3,0,1,0,0,0,0,0,0,0,NOVEMBER,MAMUJU TENGAH,TOBADAK,2023
9894,760600505,PUSTU BAMBADARU,5,0,0,3,0,1,1,0,0,0,0,0,NOVEMBER,MAMUJU TENGAH,TOBADAK,2023
9899,760600603,PUSTU RAWA MAKMUR,2,0,0,0,0,1,0,0,1,0,0,0,NOVEMBER,MAMUJU TENGAH,TOBADAK,2023
9903,7606007,PUSKESMAS TOPOYO,32,0,5,0,14,0,2,0,9,2,0,0,NOVEMBER,MAMUJU TENGAH,TOPOYO,2023
9914,760600804,PUSTU TABOLANG,15,1,7,3,3,0,1,0,0,0,0,0,NOVEMBER,MAMUJU TENGAH,TOPOYO,2023
9919,760600801,PUSTU BAMBAMANURUNG,0,0,0,0,0,0,0,0,0,0,0,0,NOVEMBER,MAMUJU TENGAH,TOPOYO,2023
9929,760100313,Pustu Sawi,1,0,0,1,0,0,0,0,0,0,0,0,DESEMBER,PASANGKAYU,BAMBALAMOTU,2023
9931,760100307,Poskesdes Hikma,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,PASANGKAYU,BAMBALAMOTU,2023
9937,760100302,Pustu Kalola,1,0,0,0,1,0,0,0,0,0,0,0,DESEMBER,PASANGKAYU,BAMBALAMOTU,2023
9946,7601011,UPT PUSKESMAS BARAS 2,2,0,0,2,0,0,0,0,0,0,0,0,DESEMBER,PASANGKAYU,BARAS,2023
9949,760101103,Pustu Towoni,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,PASANGKAYU,BARAS,2023
9957,760600203,Poskesdes Tritunggal,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU TENGAH,PANGALE,2023
9959,760600106,Pustu Kuo,5,0,0,3,0,0,0,0,0,2,0,0,DESEMBER,MAMUJU TENGAH,PANGALE,2023
9962,760600205,Poskesdes Lamba- lamba,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU TENGAH,PANGALE,2023
9963,760600204,Pustu Kombiling,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU TENGAH,PANGALE,2023
9967,760403705,Poskesdes Pulliwa,1,0,1,0,0,0,0,0,0,0,0,0,DESEMBER,POLEWALI MANDAR,BULO,2023
9978,7604018,PUSKESMAS PAMBUSUANG,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,POLEWALI MANDAR,BALANIPA,2023
10000,760403303,Poskesdes Amola,3,0,0,0,0,3,0,0,0,0,0,0,DESEMBER,POLEWALI MANDAR,BINUANG,2023
10011,760300608,PUSTU TABONE,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMASA,SUMARORONG,2023
10020,7601001,UPT PUSKESMAS SARJO,5,0,0,0,0,0,1,0,4,0,0,0,DESEMBER,PASANGKAYU,SARJO,2023
10029,760101201,Pustu Kumasari,4,0,0,3,0,0,0,0,1,0,0,0,DESEMBER,PASANGKAYU,SARUDU,2023
10035,7603015,PUSKESMAS RANTEBULAHAN TIMUR,4,0,0,3,0,0,1,0,0,0,0,0,DESEMBER,MAMASA,RANTEBULAHAN TIMUR,2023
10058,760100704,POSKESDES PAJALELE,4,0,1,2,1,0,0,0,0,0,0,0,DESEMBER,PASANGKAYU,TIKKE RAYA,2023
10059,7601007,UPT PUSKESMAS TIKKE,3,0,2,0,0,0,0,0,1,0,0,0,DESEMBER,PASANGKAYU,TIKKE RAYA,2023
10062,7603004,PUSKESMAS PANA',0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMASA,PANA,2023
10063,760300401,PUSTU MANIPI',0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMASA,PANA,2023
10096,7601004,UPT PUSKESMAS PASANGKAYU 1,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,PASANGKAYU,PASANGKAYU,2023
10099,7601016,RSUD Kabupaten Pasangkayu,25,0,0,0,2,0,0,0,0,13,0,10,DESEMBER,PASANGKAYU,PASANGKAYU,2023
10107,760301004,Pustu Kalama,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMASA,TABANG,2023
10128,7602009,PUSKESMAS BAMBU,8,0,3,0,3,1,0,0,1,0,0,0,DESEMBER,MAMUJU,MAMUJU,2023
10137,760301305,PUSTU MASEWE,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMASA,NOSU,2023
